durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_red,color_red_brown,color_brown,color_black,color_dark_brown,brix_red,brix_dark_brown,brix_brown,brix_black,Temperature_Outside,Temperature_Frut,Variety
11,18,39,32,0,14.7,77.5,0,7.8,0,20.9,0,22.3,21.2,0.3,5
4,7,57,32,0.7,1.5,48.8,4.1,44.9,0,23,22.6,0,21.4,18.2,13
7,11,57,25,0,17.7,44.4,0,37.9,0,18.4,18,0,21.6,19.2,5
4,7,61,29,0,12.9,52.4,0,34.7,0,19.8,19.5,0,25.5,21,5
7,14,54,25,0,11.6,58.9,5.3,24.2,0,24.8,24.4,0,23,20.6,13
14,11,39,36,0,38.9,1.8,59.3,0,16.7,16.5,0,24.8,18.5,0,5
4,11,50,36,0,11.8,75.7,0,12.5,0,20.6,0,25,18.2,0.4,13
4,21,32,43,0,14.1,68.3,0,17,0,16.4,16.1,0,25,22.3,5
0,25,54,21,0,7,27.1,0,65.9,0,19.8,19.5,0,24.7,20,5
4,4,61,32,5,9.2,15.9,10.2,59.7,0,0,24.1,18.3,0.5,0,13
7,4,50,39,0,21.1,75.1,0,3.8,0,19.2,0,24.1,16.9,0.3,5
11,29,54,7,0,4.8,76.3,0,18.9,0,23.4,0,24.1,21,0,5
4,11,46,39,0,4,80.8,0,15.2,0,18.1,0,23.4,21,0.2,13
0,0,93,7,0,7,48,6,39,0,19.4,0,23.9,19.2,0,5
11,11,57,21,4.8,23.3,57.6,0,14.3,0,22.2,0,25.5,20.5,0,13
29,18,18,36,1.2,13.6,82,0,3.2,0,16.6,0,25.5,20.4,0,5
4,14,54,29,5.2,32.5,42.6,0,19.7,0,18.2,0,24.8,20.1,0.5,5
7,7,64,21,0,9.8,87.8,0,2.4,0,23.1,0,24.8,19.7,0,13
18,25,25,32,0,62.6,35.9,0,1.5,0,17.1,0,24.8,16,0,5
25,25,25,25,0,6,88.6,0,5.4,0,20.5,0,24.6,19.8,0,5
21,25,25,29,0,1.8,56.4,2.7,39.1,0,18.2,0,24.8,21.5,0,5
11,4,61,25,0,3.5,68.1,28.4,0,22.5,0,22.7,24.8,14.3,0.3,2
14,7,46,32,0,10.7,66.2,0,23.1,0,17.5,0,23,17,0,13
7,32,32,29,0,5,71.8,0,23.2,0,16.7,16.4,0,24.6,20.5,5
21,18,36,25,0,17.8,40.9,0,41.3,0,16.2,16,0,25,19.6,5
0,18,25,57,0,16.8,56.8,0,26.4,0,17.2,17.4,0,23.5,17,5
3,24,24,48,0,56.1,41.5,0,2.4,0,0,24.7,22.2,0,0,5
18,21,14,46,0,23.2,56.5,0,20.3,0,20.4,0,24.7,21.4,1.4,5
7,21,29,43,0,24.6,73.5,0,1.9,0,19.8,0,24.2,19.8,0.5,5
4,14,68,14,6.9,13.2,60.9,0,19,0,18.5,0,24.4,18.6,0,5
14,36,14,36,0,9.8,74,0,16.2,0,16.3,0,25,20.2,0,5
4,4,82,11,5.5,15.6,58.3,0,20.6,0,19.8,19.5,0,24.6,18.6,5
0,7,57,36,0,12.9,3.5,83.6,0,18.6,0,24.6,18.1,0,0,5
0,18,50,32,0,20.4,74.2,0,5.4,0,18.4,0,23.8,19.4,0,13
0,14,75,11,0,16.1,76.6,0,7.3,0,20.2,0,24,16.2,0,13
4,26,48,22,0,26.5,49.8,0,23.7,0,18.7,18.3,0,23.5,20,11
7,4,71,18,0,22.2,62,0,15.8,0,21.6,0,23.8,17.5,0.9,13
4,4,86,7,0,90.8,0,9.2,0,22.8,0,23.8,17.5,0,0,5
7,0,82,11,1.5,16.8,69.3,0,12.4,0,18.8,0,23.6,20,0,5
0,7,86,7,0,0,82.5,17.5,0,0,16.7,23.5,17,0,0,2
0,11,75,14,0,14,77,0,9,0,20.2,0,23.6,19,0,5
0,4,75,21,0,15.5,71.3,0,13.3,0,17.6,0,24.5,18.3,0,13
0,0,71,29,0,31.8,65.6,0,2.6,0,19,0,24.2,19.5,0,5
4,11,61,25,3.9,27.2,59.3,0,9.6,0,19.2,0,23.8,19.2,0,5
0,14,68,18,0,29.9,61.3,0,8.8,0,20.3,0,23.8,19,0,16
4,11,64,21,0,21.8,58.1,0,20.1,0,18.9,0,23.5,18,0,5
11,18,46,25,5.1,21.2,67.4,0,6.3,0,23.8,0,24.8,18,0,17
14,36,39,11,0,7.2,84.8,0,8,0,20.6,0,19,5.9,0,5
11,7,54,29,0,16.8,7.3,75.9,0,24.7,0,0,19,5.5,0,13
4,11,61,25,0,11.4,85,0,3.6,0,18.1,0,16.3,13,0,5
4,11,71,14,0,1.8,97.4,0,0.8,0,16.4,0,17.3,14.6,0,5
4,14,61,21,0,8.7,74.9,0,16.4,0,16.7,0,17.5,12,0,13
18,14,25,43,3.1,50.6,46.3,0,0,0,17.5,15.4,0,0,0.5,5
4,4,71,21,0,14.5,78.2,0,7.3,0,21.6,0,17.9,13.3,0.2,5
0,32,29,39,0,5.3,13.3,3.4,78,0,19.3,0,17.8,10.9,0.9,2
0,7,50,43,2.1,9.9,88,0,0,18.6,0,18.3,14.2,0.4,0,5
0,39,32,29,0,17.2,74.7,0,8.1,0,19.2,0,22,14.6,0,5
14,14,50,21,0,6.8,71.5,0,21.7,0,16.2,0,20,17,0,5
7,11,54,29,0,3.2,76.2,0,20.5,0,19.8,19.4,0,20,17,5
7,18,54,21,9.5,68.5,16.6,0,5.4,0,0,20,17,0,0,13
21,21,39,18,0,1.6,7.4,7,84,0,17.8,0,20.4,14.2,0,2
4,21,43,32,0,6.5,70.8,0,22.7,0,17.2,0,21,18,0,5
21,7,36,36,5.5,75.2,19.3,0,0,0,22.1,19.5,0,0,0,5
11,7,43,39,1.7,12,52.9,6.6,26.8,0,17.8,0,23,17,1.2,2
11,4,71,14,0,6.8,20.5,72.7,0,23.3,0,22,20,0.6,0,2
14,29,14,43,0,10.7,56.8,0,32.5,0,18.5,18.1,0,22,17,5
11,7,50,32,0,12.5,0,87.5,0,21.3,0,22,20,0,0,2
7,36,36,21,0,2.3,33,7.6,57.1,0,19.9,19.5,0,22,19,13
0,14,75,11,0,25,42.1,0,32.9,0,15.5,15.8,0,25.5,22,5
0,3,87,10,0,13,0,87,0,22.4,0,25.6,22.6,0,0,2
11,29,18,43,0,5.5,81.4,0,13.1,0,17.9,0,25.5,22.3,0,13
0,0,75,25,9.7,50.9,28.6,0,10.8,0,18.5,0,24.5,18,0,5
11,0,61,29,0,4.8,64.3,3.3,27.6,0,22.4,0,24.4,20.6,0.5,5
0,0,89,11,0,0,68,32,0,20,0,20.4,24.8,22.8,0,2
0,4,93,4,0,5.7,90.5,0,3.8,0,20.5,0,24.4,17.8,0,5
4,7,68,21,0,16.8,50.8,0,32.4,0,17.6,0,25.6,23.4,0,5
0,0,96,4,0,7.8,84,0,8.2,0,21,0,25.6,24.1,0.9,2
21,29,29,21,0,5,84.5,0,10.5,0,22.9,0,25.4,14.6,0,13
7,18,50,25,0,68.3,29.9,0,1.8,0,17.8,0,25.7,19,0,5
11,4,64,21,3.7,53.9,42.4,0,0,0,25.8,22.4,0,0,0.5,5
7,4,86,4,0,26,65.1,0,8.9,0,20.2,0,24.8,18.6,0,6
4,7,64,25,0,12.2,8.8,2.9,76.1,0,16.2,0,25.4,21,0,5
4,29,39,29,4.2,64.7,29.3,1.8,0,0,16,0,25.8,19,0,5
11,7,68,14,0.8,7.6,86.5,0,5.1,0,19.6,0,25.6,20.5,3,5
11,25,54,11,3,12.1,42.2,2.2,40.5,0,18.8,18.5,0,25.2,20.2,13
4,25,50,21,0,5.8,27.2,5.5,61.5,0,18.1,0,25.2,20.2,0.6,5
7,7,68,18,0.5,34.2,40.1,0,25.2,0,20,0,26.8,19.7,0,5
4,7,71,18,0,11,73.6,0,15.4,0,16.7,0,26.4,20,0,5
0,4,64,32,0,22.8,75.3,0,1.9,0,17.7,0,26.4,19,0,5
4,7,64,25,4.5,17.5,49.5,0,28.5,0,18.4,0,26.4,18,1.6,5
7,11,64,18,0.7,21.5,41,0,36.8,0,22.9,0,26.4,20.8,0,5
7,7,55,31,0,10.1,84.5,0,5.4,0,16.7,0,26.4,20.9,0.7,5
11,18,43,29,3.2,17.6,66.7,0,12.5,0,17.7,0,26.6,17.8,0,5
7,11,54,29,2.3,7.6,84.2,0,5.9,0,16.6,0,25.8,17.2,0,13
11,18,46,25,2.3,6.7,75.1,4,11.9,0,20.6,0,25.9,21.5,0,11
7,14,50,29,5.3,8.8,58.7,0,27.2,0,16.1,0,25.8,20.7,0,5
4,11,64,21,0,12.6,55.8,0,31.6,0,17.2,0,26.2,20.4,1,5
11,29,32,29,0,6.3,84.7,0,9,0,15.2,0,27,22,0,5
4,14,57,25,6.6,20.3,46.9,0,26.2,0,20.6,0,27,19.3,0,13
7,18,46,29,6.1,53.6,39.8,0,0.5,0,0,26.4,20.9,0,0,16
7,14,50,29,0,7.8,15.8,76.4,0,19.4,0,25.4,21.9,0,0,2
0,7,57,36,0,31,44.9,0,24.1,0,18.6,0,20,5.2,0,5
4,11,79,7,0,11.3,45.1,14.2,29.4,0,22.7,22.5,0,20,5.9,13
4,14,54,29,0,2.3,15.2,23.2,59.3,0,16.2,0,20,7.8,1.4,2
4,0,71,25,0,17.5,17.2,65.3,0,21.6,0,19.6,14,0.6,0,13
0,4,79,18,4.8,26.7,68.5,0,0,17.2,0,19.8,17,0.6,0,5
0,0,100,0,10,22.4,67.6,0,0,16.6,0,19.7,17.6,0,0,5
0,7,82,11,0,16.8,78.5,0,4.7,0,17.2,0,22.5,14.7,1,5
4,14,79,4,0,18.1,77.3,0,4.6,0,20.6,0,23.2,17.7,0,13
7,7,54,32,1.5,16.2,82.3,0,0,18.8,0,24.5,18,0,0,5
0,0,89,11,0,43.3,55.8,0,0.9,0,16.2,0,23,15.2,0,5
4,4,75,18,0,57.1,39.2,0,3.7,0,16.5,0,23,17.5,0,5
0,4,82,14,0,15.6,26.8,57.6,0,21.7,0,24,17,0.7,0,5
0,0,96,4,0,20.8,50.7,0,28.5,0,24.5,24.8,0,24,17,13
0,14,54,32,0,22.3,73,0,4.7,0,22.1,0,26,19.4,0,13
11,4,64,21,0,7.9,13.9,78.2,0,24.3,0,24,18,0,0,13
0,0,89,11,0,5.2,42.7,1.4,50.7,0,15.5,15.2,0,27,20,5
7,4,64,25,2.9,14.7,33.7,4.3,44.4,0,18.9,18.5,0,27,21,5
0,0,86,14,0,10.7,40.1,0,49.2,0,15.4,0,26,18,0,5
0,4,86,11,0,13.5,80.6,3,2.9,0,22.7,0,26,18,0,13
0,0,93,7,0,17.4,75.1,0,7.5,0,19.2,0,26,18,0.7,5
4,7,79,11,4.8,12,72.4,6.5,4.3,0,23,0,27,19,1.2,13
11,14,50,25,0,1.7,41,10.5,46.8,0,19.8,19.2,0,26,18,5
0,11,71,18,0,1.4,41.2,9.7,47.7,0,20.2,19.5,0,26,18,5
0,7,86,7,0,4.4,15.5,80.1,0,20.3,0,26.5,19,0,0,2
0,11,46,43,0,17.5,1.2,81.3,0,18.5,0,26.5,18,0,0,5
0,7,79,14,3.6,23.7,63.7,0,9,0,17.7,0,27,19,0,5
0,4,75,21,3.2,59.1,33.2,0,4.5,0,17,0,27,19,0,5
0,7,75,18,0,11.1,86.8,0,2.1,0,17.2,0,19,17,0,5
4,0,79,18,0,6.6,68.3,0,25.1,0,17.9,0,19,16,0,5
4,4,93,0,0,13.9,3.6,82.5,0,0,19,14.8,0.5,0,0,2
0,7,79,14,0,6,22.2,0,71.8,0,18.4,18,0,19,16.5,5
11,7,54,29,0,4.5,74,0,21.5,0,16.6,0,19,16,0,5
0,0,71,29,0.6,10,86.7,0,2.7,0,19.5,0,20,16,0,13
0,11,75,14,0,12.5,80.5,0,7,0,16.2,0,20,17,0.7,13
4,4,89,4,0,7.6,88.2,0,4.2,0,18.8,0,20,16,0.6,5
7,0,46,46,12.2,56,31.8,0,0,0,20,17,0,0,1.1,5
0,0,96,4,0,11.8,76.5,0,11.7,0,20.6,0,23.8,19.1,0.8,5
18,11,39,32,0,17.5,72.6,0,9.9,0,23.4,0,24.2,17,0,13
18,21,46,14,0,14,79.5,0,6.5,0,17.2,0,20,17,0,5
11,14,39,36,0,12.5,60.2,0,27.3,0,17.1,0,22.3,19.6,0,13
14,7,32,46,3.2,16.3,65.1,0,15.4,0,16.8,0,22.3,18,0,5
0,11,57,32,0,69.3,0,30.7,0,18.5,0,20,16,0,0,13
7,11,57,25,0,12.6,73.8,0,13.6,0,18.6,0,22.3,20.3,0,5
7,0,93,0,0,9.5,88.7,0,1.8,0,17.5,0,22.4,16.8,0,5
7,14,61,18,1,22.6,71.9,0,4.5,0,16.1,0,22.6,20.3,0.3,5
4,4,79,14,0,8.4,80,0,11.6,0,21.5,0,22.5,19.5,0,13
0,14,39,46,0,10.2,56.9,0,32.9,0,16.5,16,0,24.5,22,5
4,11,64,21,0,14.4,60.1,0,25.5,0,17.3,0,23.8,20.3,0,5
7,11,50,32,0,3.5,94.4,0,2.1,0,15.6,0,23.6,20,0,5
7,11,36,46,0,18.2,57.4,0,24.4,0,15.6,0,24.5,16.2,0.5,5
0,4,86,11,0.4,16.5,56.8,0,26.3,0,20.9,0,25.3,22.8,0,5
0,4,93,4,3.9,18.7,53.2,14,10.2,0,24.8,0,25.3,20.8,0,13
7,11,46,36,0,14.5,67.5,0,18,0,15.5,0,25.3,19.5,0,5
4,11,61,25,0.6,57,36.8,0,5.6,0,17.1,0,25.6,24.3,0,5
4,11,61,25,0,3.5,77.8,1.5,17.2,0,20.2,0,25.6,23,0,13
0,4,68,29,0,5.1,88.4,0,6.5,0,20.8,0,25.8,21.1,1.3,5
0,4,79,18,0,17.1,78.4,0,4.5,0,20.7,0,26.1,24,0,13
4,4,89,4,0,21.1,61.2,0,17.7,0,20.6,0,26.1,20.5,0,13
0,7,86,7,0,0,9.7,15.8,74.5,0,20,0,26.1,19.7,0,2
7,7,71,14,0,14.2,69.7,0,16.1,0,16.1,0,25.8,21.5,0,5
4,11,57,29,0,6.6,57.3,0,36.1,0,16.7,0,25.8,23,0,5
11,14,36,39,0,18.6,76.3,0,5.1,0,18.8,0,25.6,21.2,0,13
7,14,54,25,0,17.1,80,0,2.9,0,15.1,0,24.8,22,0,5
0,0,75,25,1,32.7,61.7,0,4.6,0,16.1,0,25.8,22.2,0,5
4,11,64,21,4.5,26.6,61.6,1,6.3,0,17.6,0,25.6,22.5,0,5
18,21,39,21,0,9.4,84.7,0,5.9,0,15.5,0,24.2,22.4,0,5
4,4,50,43,0,2.2,22.5,0,75.3,0,17.1,0,26.4,23,0,5
0,4,86,11,0,73,0,27,0,15.3,0,26.3,22.7,0,0,13
4,11,46,39,2.5,67.8,28.2,0,1.5,0,0,24.8,20.2,0,0,5
0,7,86,7,0,13.5,78.4,0,8.1,0,17.9,0,24.8,22.4,0,13
7,25,46,21,0,13.7,56.3,0,30,0,19.5,0,24.8,22,0,5
0,0,83,17,0,21,13.8,65.2,0,21.1,0,24.6,24.2,0,0,13
7,21,61,11,11.3,48,20.9,0,19.8,0,0,0,26.2,22.1,1.2,5
0,18,61,21,0,34.5,63.1,0,2.4,0,22.2,0,24,18,0,5
0,4,75,21,0,21.7,75.5,0,2.8,0,16.3,0,25.2,22.8,0,5
4,21,46,29,0,23.2,70.7,0,6.1,0,0,27.3,20,0,0,5
0,18,61,21,0,15,81.3,0,3.7,0,21.4,0,26.6,22.6,0,5
4,7,68,21,0,23.1,17.7,59.2,0,18.6,0,26.6,22.6,0,0,13
4,0,89,7,0,10.3,81.2,0,8.5,0,21.4,0,26.1,22.4,0,5
0,4,86,11,0,13.8,68.7,0,17.5,0,18.6,0,25.1,20.1,0,13
4,4,86,7,0,21.1,60.3,0,18.6,0,20.1,0,26.1,22.3,0,5
0,11,64,25,0,43.5,50.7,0,5.8,0,17.6,0,26.6,24.2,0,5
7,29,32,32,0,26.5,67.2,0,6.3,0,16.6,0,26.6,24.3,0,13
0,0,96,4,0,7.4,28.2,14.4,50,0,17.8,0,26.8,22.4,0,2
4,11,75,11,0,18.7,78.7,0,2.6,0,16.5,0,26.2,20.2,0,5
4,4,82,11,0,28.8,38.9,3.3,29,0,19.7,0,26.9,22,0,13
0,11,57,32,0,3.6,68.1,0,28.3,0,17.2,0,27.7,26.4,0,5
0,0,97,3,0,37.7,60.5,0,1.8,0,19.4,0,27.7,26.2,0,5
0,0,93,7,0,2.2,31.3,13.8,52.7,0,22.2,0,26.8,22.6,0.3,13
0,4,86,11,0,37.9,11.1,51,0,20.2,0,26.6,22.4,0,0,2
0,7,75,18,0,19.2,59.8,0,21,0,18.7,0,26.5,22,0,13
7,4,82,7,25.8,62.5,11.7,0,0,0,20,18,0.5,0,4.4,5
0,21,64,14,0,30.7,66.7,0,2.6,0,15.3,0,26.5,23,0,5
4,4,79,14,0,14.5,78.6,0,6.9,0,20,0,25.4,11.5,0.9,5
4,4,89,4,1.7,19.7,49.3,5.2,24.1,0,16.3,0,25.4,11.5,0,5
4,0,89,7,0,16.5,61.8,0,21.7,0,18,0,25.4,11.6,0,11
7,4,82,7,1.9,30.9,38.2,11.7,17.3,0,22.6,0,25.4,11.5,0,13
11,18,36,36,0,16.3,64.5,0,19.2,0,16.2,0,19,15,0,5
4,32,29,36,0,10,81.3,0,8.7,0,17.1,0,20,16,0,5
7,21,18,54,0.4,5.7,57.2,0,36.7,0,16.8,0,20,16,0,5
7,11,54,29,2.7,31.1,43.4,2.3,20.5,0,17.7,0,25.3,17.6,0,5
0,0,89,11,9.6,15.2,60.9,0,14.3,0,19.1,0,21.8,18.2,0,5
14,7,64,14,0,13.6,66,0,20.4,0,16.4,0,21.8,17.6,0,5
7,7,68,18,0,27.9,43.7,0,28.4,0,21,0,22.6,16.3,0,13
7,0,82,11,0,23.9,54.1,0,22,0,0,22.6,16.2,0.5,0,5
4,21,39,36,0,10.4,82.7,0,6.9,0,17.3,0,20,14,5.4,5
11,29,32,29,0,16.8,47.9,0.7,34.6,0,15.9,0,21.8,19,0,5
0,7,68,25,0,7.9,83.6,0,8.5,0,21.4,0,20,18,0,13
0,0,96,4,0,5.1,57.7,37.2,0,0,23.5,23,17,0,0,2
4,7,68,21,0,4.2,91.8,0,4,0,19.2,0,20,16,0,5
7,18,43,32,0,11.6,76.3,0,12.1,0,17.5,0,20,16,0,5
14,25,57,4,0,7.6,85.3,0,7.1,0,19.3,0,20,17,0,13
4,14,68,14,0.4,7.7,19.5,2.6,69.8,0,15.7,0,20,18,0.4,5
7,14,36,43,0,17.4,74.4,0,8.2,0,18.1,0,25.8,20.1,0,5
25,11,32,32,0,18,74.4,0,7.6,0,18.1,0,25.8,18.6,0.7,5
0,4,71,25,0,9.9,13.4,76.7,0,16.7,0,25.8,18.8,0,0,2
0,0,79,21,0,6.4,9.3,84.3,0,20.2,0,20,17,0.7,0,2
0,11,71,18,0,9.1,29.1,10,51.8,0,16.4,0,26.5,18.2,0,5
0,4,71,25,0,10.2,71.4,0,18.4,0,19.8,0,26.8,19.6,0.5,5
0,0,93,7,1.2,11.3,82.4,0,5.1,0,15.7,0,20,17,0,5
0,0,79,21,3.6,10.1,80.3,0,6,0,18.3,0,20,17,0,5
0,14,79,7,0,7.5,77.4,0,15.1,0,21.2,0,27.5,19.5,0,13
0,0,86,14,0,0.4,9.6,17,73,0,23.5,0,26.8,18.4,1.4,2
0,14,54,32,0.3,7.4,30,6.8,55.5,0,17.5,0,28.6,21.3,1,5
11,7,46,36,0,12.6,53.6,0,33.8,0,18.5,0,26,18.5,0,5
7,18,39,36,0,3.6,5.9,90.5,0,18.2,0,24,18,0.4,0,5
0,25,46,29,0,8.5,73.3,0,18.2,0,19.1,0,28.6,21.5,0,13
4,14,54,29,0,23.3,15.2,61.5,0,16.6,0,28.6,21.5,0,0,5
11,14,50,25,0,15.1,64.2,0,20.7,0,18.4,0,28.8,25,0,5
18,18,32,32,0,10.2,20.1,7.6,62.1,0,18.6,0,28.8,26.8,0,13
7,14,39,39,0,9.4,69.7,0,20.9,0,18.7,0,28.8,26.6,0,5
18,21,39,21,0,5,33.1,18.3,43.6,0,16.3,0,28.9,26.4,0,5
0,4,86,11,0,8.5,66.1,3,22.4,0,26,0,29.9,27.2,1.1,2
57,29,4,11,0,6,51.6,10.2,32.2,0,20.7,0,28.2,26.6,0,13
7,43,18,32,0,18.7,60,0,21.3,0,23.1,0,28.9,27.8,0,13
11,29,18,43,0,19,67.6,0,13.4,0,23.8,0,28.8,23,0.5,13
0,0,0,5.8,0,28,0,18.6,0,28.4,20.7,0,0,1.3,1.2,5
25,21,4,50,0,59.4,35.7,0,4.9,0,0,28.9,26.7,0,0,5
4,18,64,14,0,1.5,70.5,28,0,0,21,24,18,0,0,2
25,21,18,36,0,10.5,58.9,6.6,24,0,17.6,0,28,22,0,5
7,11,68,14,0,0,92.2,7.8,0,0,18.7,28,23,0,0,2
14,25,29,32,0.6,27,64.3,0,8.1,0,16.5,0,28.9,26.4,0,5
4,4,86,7,0,1.4,92.6,0,6,0,15.8,0,29.6,27.6,0,5
25,21,25,29,0,8.2,42.4,0,49.4,0,0,27.6,18.2,1.4,0,13
18,43,11,29,0,25.8,58.5,2.5,13.2,0,18.4,0,27.2,18,0,13
21,21,32,25,34.7,35.7,28.4,0,1.2,0,0,27,25.7,0,0,5
7,21,25,46,0,15,75.7,0,9.3,0,0,17.5,0,28,26.4,5
11,25,25,39,1.2,15.3,83.5,0,0,16.3,0,28.6,26.8,0,0,5
7,18,50,25,0,9.4,73.1,0,17.5,0,17.7,0,28.9,24.4,0.9,5
4,11,75,11,0,8.8,17.1,0,74.1,0,22.8,0,27,23,0,5
7,18,57,18,0,7.9,38.5,5.3,48.3,0,25.7,0,28,22.3,0,13
7,14,46,32,2.1,8.2,85.9,0.7,3.1,0,21.7,0,28.9,23.6,0,13
11,21,46,21,0,59.6,37.9,0,2.5,0,0,29,26,0,0,5
18,25,25,32,17.3,48.2,29.4,0,5.1,0,0,28.9,26,0,0,5
18,25,18,39,0,15.8,15.6,1.4,67.2,0,18,0,28,25.5,0,5
0,4,71,25,0,3.1,16.6,12.2,68.1,0,19.6,0,28,22,0,13
4,0,75,21,0,22.8,54.8,0,22.4,0,20,0,26.8,18,0,5
7,14,32,46,1.4,14.4,22.8,6.5,54.9,0,19.8,0,27,18,0,15
0,7,64,29,0,0.4,7.2,68.9,23.5,0,0,19.1,24,18,0,2
4,7,79,11,0,12.2,57.3,0,30.5,0,18.2,0,27.4,19.6,0,5
11,21,57,11,0,7.6,73.5,18.9,0,0,18.8,27.8,20,0,0,2
0,4,89,7,0,12.6,62.4,0,25,0,17.6,0,27.8,23,1,5
7,18,50,25,0,17.3,53.4,29.3,0,0,18.2,27.8,26,1.3,0,13
18,14,57,11,0,7.4,72.4,0,20.2,0,19.3,0,28,22,0,13
14,43,14,29,0,7.9,72.8,0,19.3,0,17.1,0,27.2,26,0,5
4,4,64,29,0,4,21.7,4.1,70.2,0,18.7,0,27.8,23.6,0.6,5
7,7,61,25,0,1.5,91,0,7.5,0,18.6,0,27.8,23.5,0.9,5
0,4,93,4,0,22.3,60.1,0,17.6,0,19.7,0,27.6,22,0,5
7,7,68,18,0,32,2.2,65.8,0,18.6,0,28,23,0,0,11
0,7,75,18,0,3.5,52.9,5.5,38.1,0,20.2,0,28,23,0,5
7,11,39,43,0,9.5,68.4,0,22.1,0,20.2,0,26,23,0.4,5
0,14,71,14,0,17.5,0,82.5,0,21.1,0,28,23,0,0,13
11,11,46,32,3.2,27.8,54.6,0,14.4,0,16.1,0,16,14.2,0,5
7,11,57,25,0,11.1,70.8,0,18.1,0,16,0,19,16.3,0.9,5
18,4,68,11,0,11.8,72.1,0,16.1,0,15.7,0,18.5,17.3,1.4,5
4,4,82,11,1.1,16.5,68.9,0,13.5,0,21.2,0,16,6.4,0.5,13
14,11,50,25,0,8.9,82.4,0,8.7,0,16.4,0,18.2,15.4,0,5
46,21,18,14,0,13.4,0,86.6,0,20.8,0,19,17.5,3.3,0,13
11,7,50,32,0,11.6,78.7,0,9.7,0,19.6,0,17,15.6,0,5
14,11,50,25,0,11.2,74,0,14.8,0,18.2,0,19,17.8,0.8,5
4,4,89,4,3,15.6,14.3,2.1,65,0,22,0,18.7,16.6,0,2
21,14,50,14,0,16.9,75.6,0,7.5,0,17.4,0,18,15.3,0,13
4,4,68,25,0,10.8,70.7,0,18.5,0,19.1,0,22.7,16.4,0,5
7,4,68,21,0,8.3,84.5,0,7.2,0,22.3,0,22.8,18.4,0,13
4,21,50,25,0,11.9,80.5,0,7.6,0,17.7,0,22.8,18.4,0,5
11,14,21,54,0,6.8,84.8,0,8.4,0,17.1,0,23.4,16.6,0,5
0,11,75,14,0,7.2,69.6,1.9,21.3,0,19.8,0,23.7,20.2,0.9,16
0,4,86,11,0,2.7,23.2,0,74.1,0,18.3,0,22.8,14.8,0.4,5
0,4,82,14,0,6.9,67,1.5,24.6,0,17.7,0,23.4,18.7,0,2
4,0,93,4,0,6.9,16.6,76.5,0,22.4,0,18.2,18.8,0,0,2
0,4,79,18,0,80.3,18.6,0,1.1,0,0,23,19.5,0,0,18
7,4,64,25,0,5,64.4,2.1,28.5,0,19.4,0,21.6,19,0,13
4,0,82,14,12.6,78,9.4,0,0,0,23.5,21.4,2.5,0,1.3,18
0,4,79,18,0.2,2.4,94.5,0,2.9,0,20.4,0,23.5,22,1,5
14,4,46,36,0,13.5,60.8,0,25.7,0,17.4,0,23.7,21.5,0.2,5
0,18,50,32,2.1,18.2,21.4,0.3,58,0,19.1,0,23.8,20,0,13
0,11,68,21,0,11,50.4,2.3,36.3,0,21.3,0,23.7,20.8,0,5
7,11,64,18,0,1,22.9,10.3,65.8,0,19.6,0,23.4,22,0,2
0,21,57,21,0,25.3,65.7,0,9,0,16.4,0,23.8,22.8,1,5
0,11,82,7,1.5,28.8,60.7,0,9,0,20.2,0,24.8,22,0,13
4,14,61,21,5.9,10.8,63.8,4.9,14.6,0,18.7,0,24.8,19.4,0,2
7,7,68,18,10.9,40,31.4,6.4,11.3,0,0,22.8,18.6,1.3,0,5
0,7,79,14,0,18.6,65.8,1.1,14.5,0,20.9,0,26,22.4,0,13
0,11,75,14,0,12.6,63.5,0,23.9,0,16.1,0,27.3,23.2,0,5
4,18,64,14,3.4,13.3,65,0,18.3,0,18.5,0,27.3,23.4,0,5
0,0,89,11,0,22.6,58.1,0,19.3,0,20.3,0,27.3,22.6,0,5
0,0,86,14,2.1,24.9,29.8,0.7,42.5,0,19.7,0,27.3,22.8,0.9,16
0,4,82,14,0,0,24.5,75.5,0,22.2,0,27.3,21,0.5,0,2
0,11,79,11,0,19.2,67.2,0,13.6,0,18.8,0,27.3,23.8,0,18
4,7,64,25,0,10.5,81.9,0,7.6,0,17,0,27.3,22.6,0,5
0,11,64,25,0,11.5,79.2,0,9.3,0,16.2,0,27,23.8,0,5
0,11,64,25,0,2.1,18,79.9,0,18.8,0,27.6,15.2,0,0,2
7,7,61,25,0,3,79.8,0,17.2,0,20.3,0,27.3,23.1,0,13
0,11,64,25,0,14.3,77.2,0.9,7.6,0,23.2,0,27.5,21,0,13
11,21,29,39,0,16.7,63.5,0,19.8,0,17.6,0,28,26.1,0.2,5
21,21,25,32,0,4.4,25.6,0,70,0,19.1,0,26,18.5,0,5
45,26,19,10,2,72.2,17,0,8.8,0,0,28.1,24.2,0,0,13
18,14,43,25,0,34.1,56.4,0,9.5,0,22.8,0,28,23,0,10
18,21,36,25,8.9,71.5,18.2,0,1.4,0,18.6,0,26.8,19,0,13
11,14,36,39,0.6,8.2,33,11.5,46.7,0,18,0,27.5,23.5,0,2
14,0,64,21,0,17.9,67.5,0,14.6,0,19.4,0,28,20,0,5
7,25,46,21,0,12.6,5.9,81.5,0,21.6,0,27.6,24.2,0,0,13
